Gene	HUGO	Chromosome	Strand	Transcript	TranscriptLength	nIntrons	IntronNb	IntronLength	IntronStart	IntronEnd	canonical
ENSG00000204485	XX-FW84067D5.1	1	-1	ENST00000359310	1844	3	0	981	13610512	13611493	1
ENSG00000224581	XX-FW84067D5.2	1	1	ENST00000447851	1425	2	1	1112	13633609	13634721	1
ENSG00000157358	PRAMEF15	1	1	ENST00000330087	1863	3	0	2734	13642050	13644784	1
ENSG00000204481	PRAMEF14	1	-1	ENST00000344998	2100	3	0	1638	13671796	13673434	1
ENSG00000204480	PRAMEF19	1	-1	ENST00000540591	2123	2	1	1009	13696098	13697107	1
ENSG00000204479	PRAMEF17	1	1	ENST00000376098	1578	2	1	1025	13717379	13718404	1
ENSG00000204478	PRAMEF20	1	1	ENST00000316412	1597	3	0	5807	13737001	13742808	1
ENSG00000162494	LRRC38	1	-1	ENST00000376085	2209	1	0	36891	13802567	13839458	1
ENSG00000162493	PDPN	1	1	ENST00000294489	3104	5	0	23073	13910595	13933668	1
ENSG00000222952	RNA5SP41	1	-1	ENST00000411020	101	0	-9	-9	-9	-9	1
ENSG00000266358	AL359771.1	1	-1	ENST00000577470	101	0	-9	-9	-9	-9	1
ENSG00000237445	CTA-520D8.2	1	-1	ENST00000441809	379	1	0	2222	13983850	13986072	1
ENSG00000253085	SCARNA11	1	-1	ENST00000517276	130	0	-9	-9	-9	-9	1
ENSG00000116731	PRDM2	1	1	ENST00000376048	2688	7	5	66940	14075982	14142922	0
ENSG00000116731	PRDM2	1	1	ENST00000235372	7957	9	7	33596	14109326	14142922	1
ENSG00000252151	U6	1	-1	ENST00000516342	103	0	-9	-9	-9	-9	1
ENSG00000189337	KAZN	1	1	ENST00000491547	5592	6	0	361461	14925719	15287180	0
ENSG00000189337	KAZN	1	1	ENST00000491547	5592	6	1	73874	15287371	15361245	0
ENSG00000235829	TBCAP2	1	-1	ENST00000416175	326	1	0	160	15018903	15019063	1
ENSG00000175147	TMEM51-AS1	1	-1	ENST00000310916	2962	5	0	27918	15450869	15478787	1
ENSG00000171729	TMEM51	1	1	ENST00000376014	1843	3	0	57706	15479280	15536986	0
ENSG00000171729	TMEM51	1	1	ENST00000451326	766	2	0	62111	15479280	15541391	0
ENSG00000171729	TMEM51	1	1	ENST00000400796	1842	2	0	60941	15480450	15541391	0
ENSG00000171729	TMEM51	1	1	ENST00000434578	1861	3	0	56536	15480450	15536986	0
ENSG00000204464	C1orf195	1	-1	ENST00000376005	441	1	0	2404	15495273	15497677	1
ENSG00000142621	FHAD1	1	1	ENST00000436024	2424	17	15	51962	15671935	15723897	0
ENSG00000142621	FHAD1	1	1	ENST00000375995	785	5	2	13872	15639683	15653555	1
ENSG00000142634	EFHD2	1	1	ENST00000375980	2419	3	0	15592	15736775	15752367	1
ENSG00000162438	CTRC	1	1	ENST00000375949	898	7	2	1857	15767086	15768943	1
ENSG00000142615	CELA2A	1	1	ENST00000359621	919	7	6	4452	15794033	15798485	1
ENSG00000215704	CELA2B	1	1	ENST00000375910	923	7	1	4553	15803040	15807593	1
ENSG00000132906	CASP9	1	-1	ENST00000333868	2019	8	1	10203	15834402	15844605	1
ENSG00000116138	DNAJC16	1	1	ENST00000375847	6069	14	6	11098	15874923	15886021	1
ENSG00000251866	SCARNA21	1	1	ENST00000516057	140	0	-9	-9	-9	-9	1
ENSG00000116771	AGMAT	1	-1	ENST00000375826	2500	6	1	3051	15906637	15909688	1
ENSG00000235084	CHCHD2P6	1	1	ENST00000420030	462	0	-9	-9	-9	-9	1
ENSG00000252417	U7	1	-1	ENST00000516608	68	0	-9	-9	-9	-9	1
ENSG00000197312	DDI2	1	1	ENST00000480945	10625	9	0	8861	15944303	15953164	1
ENSG00000215695	RSC1A1	1	1	ENST00000345034	1854	0	-9	-9	-9	-9	1
ENSG00000116786	PLEKHM2	1	1	ENST00000375799	4122	19	0	31619	16011113	16042732	1
ENSG00000264048	AL121992.1	1	1	ENST00000584345	87	0	-9	-9	-9	-9	1
ENSG00000162461	SLC25A34	1	1	ENST00000294454	2986	4	0	1066	16063358	16064424	1
ENSG00000162460	TMEM82	1	1	ENST00000375782	1520	5	3	2287	16071075	16073362	1
ENSG00000162458	FBLIM1	1	1	ENST00000441801	1543	5	4	4040	16097073	16101113	1
ENSG00000065526	SPEN	1	1	ENST00000375759	12232	14	2	32643	16203173	16235816	1
ENSG00000116809	ZBTB17	1	-1	ENST00000375743	2745	15	1	24542	16274992	16299534	1
ENSG00000224966	TBC1D3P6	1	1	ENST00000505954	962	7	4	986	16318805	16319791	1
ENSG00000183888	C1orf64	1	1	ENST00000329454	3039	1	0	1534	16330880	16332414	1
ENSG00000173641	HSPB7	1	-1	ENST00000311890	2892	2	1	1315	16342254	16343569	1
ENSG00000186510	CLCNKA	1	1	ENST00000331433	2475	19	3	1217	16351386	16352603	1
ENSG00000184908	CLCNKB	1	1	ENST00000375679	2567	19	15	1663	16380267	16381930	1
ENSG00000185519	FAM131C	1	-1	ENST00000375662	1695	6	0	9785	16390131	16399916	1
ENSG00000142627	EPHA2	1	-1	ENST00000358432	3964	16	2	9948	16464925	16474873	1
ENSG00000142632	ARHGEF19	1	-1	ENST00000270747	3029	15	0	3419	16535578	16538997	1
ENSG00000234166	ARHGEF19-AS1	1	1	ENST00000457809	439	1	0	66	16524711	16524777	1
ENSG00000237276	ANO7L1	1	-1	ENST00000442385	328	2	0	518	16543104	16543622	1
ENSG00000204377	C1orf134	1	-1	ENST00000375605	252	1	0	420	16555558	16555978	1
ENSG00000132881	RSG1	1	-1	ENST00000375599	1334	4	0	2867	16560259	16563126	1
ENSG00000233929	MT1XP1	1	-1	ENST00000421314	186	0	-9	-9	-9	-9	1
ENSG00000037637	FBXO42	1	-1	ENST00000375592	6202	9	3	38024	16583254	16621278	1
ENSG00000055070	SZRD1	1	1	ENST00000401088	3636	3	0	24067	16693803	16717870	1
ENSG00000187144	SPATA21	1	-1	ENST00000335496	2015	12	4	11466	16736538	16748004	1
ENSG00000157191	NECAP2	1	1	ENST00000443980	1929	6	5	6827	16778510	16785337	1
ENSG00000080947	CROCCP3	1	-1	ENST00000263511	5368	14	13	5698	16796622	16802320	1
ENSG00000206652	RNU1-1	1	-1	ENST00000383925	164	0	-9	-9	-9	-9	1
ENSG00000252099	U1	1	-1	ENST00000516290	144	0	-9	-9	-9	-9	1
ENSG00000268674	AL355149.2	1	1	ENST00000601199	510	0	-9	-9	-9	-9	1
ENSG00000266584	AL355149.1	1	1	ENST00000577341	74	0	-9	-9	-9	-9	1
ENSG00000219481	NBPF1	1	-1	ENST00000599908	3447	0	-9	-9	-9	-9	1
ENSG00000215908	CROCCP2	1	-1	ENST00000362058	2029	5	1	9682	16959841	16969523	1
ENSG00000186301	MST1P2	1	1	ENST00000334429	2368	19	0	691	16972173	16972864	1
ENSG00000207513	RNU1-3	1	-1	ENST00000384782	164	0	-9	-9	-9	-9	1
ENSG00000237847	AL137798.1	1	1	ENST00000434336	510	0	-9	-9	-9	-9	1
ENSG00000264742	AL021920.1	1	1	ENST00000584111	74	0	-9	-9	-9	-9	1
ENSG00000236698	EIF1AXP1	1	-1	ENST00000419267	435	0	-9	-9	-9	-9	1
ENSG00000268869	ESPNP	1	-1	ENST00000270691	2015	10	0	11886	17034573	17046459	1
ENSG00000268991	AL021920.2	1	-1	ENST00000600179	510	0	-9	-9	-9	-9	1
ENSG00000058453	CROCC	1	1	ENST00000466256	1868	8	0	189889	17066892	17256781	0
ENSG00000058453	CROCC	1	1	ENST00000375541	6656	36	2	5367	17250974	17256341	1
ENSG00000207389	RNU1-4	1	1	ENST00000384659	164	0	-9	-9	-9	-9	1
ENSG00000227684	CROCCP4	1	1	ENST00000457096	498	3	0	93	17076916	17077009	1
ENSG00000186715	MST1L	1	-1	ENST00000389184	4377	19	6	203	17086181	17086384	1
ENSG00000199554	U1	1	1	ENST00000362684	144	0	-9	-9	-9	-9	1
ENSG00000207005	RNU1-2	1	1	ENST00000384278	164	0	-9	-9	-9	-9	1
ENSG00000117122	MFAP2	1	-1	ENST00000375535	1260	8	0	2273	17304809	17307082	1
ENSG00000159363	ATP13A2	1	-1	ENST00000326735	3840	28	0	5951	17332273	17338224	1
ENSG00000117118	SDHB	1	-1	ENST00000375499	1153	7	1	11616	17359640	17371256	1
ENSG00000117115	PADI2	1	-1	ENST00000375486	4345	15	0	14219	17431556	17445775	1
ENSG00000252180	Y_RNA	1	1	ENST00000516371	88	0	-9	-9	-9	-9	1
ENSG00000142623	PADI1	1	1	ENST00000375471	3846	15	0	16981	17531804	17548785	1
ENSG00000142619	PADI3	1	1	ENST00000375460	3189	15	0	10349	17575724	17586073	1
ENSG00000159339	PADI4	1	1	ENST00000375448	2267	15	0	22655	17634809	17657464	1
ENSG00000269468	AC004824.2	1	-1	ENST00000602074	339	5	0	6567	17669415	17675982	1
ENSG00000256049	PADI6	1	1	ENST00000434762	2397	15	5	6289	17708587	17714876	1
ENSG00000179051	RCC2	1	-1	ENST00000375436	4087	12	1	9031	17755695	17764726	1
ENSG00000266727	AC004824.1	1	-1	ENST00000583469	64	0	-9	-9	-9	-9	1
ENSG00000074964	ARHGEF10L	1	1	ENST00000361221	4488	28	0	40603	17866445	17907048	1
ENSG00000117148	ACTL8	1	1	ENST00000375406	1861	2	0	67481	18081999	18149480	1
ENSG00000117154	IGSF21	1	1	ENST00000251296	1943	9	0	119700	18434692	18554392	1
ENSG00000117154	IGSF21	1	1	ENST00000251296	1943	9	1	63856	18554504	18618360	1
ENSG00000179023	KLHDC7A	1	1	ENST00000400664	5055	0	-9	-9	-9	-9	1
ENSG00000009709	PAX7	1	1	ENST00000375375	2260	7	3	55383	18962865	19018248	1
ENSG00000179002	TAS1R2	1	-1	ENST00000375371	2542	5	3	7489	19168346	19175835	1
ENSG00000159423	ALDH4A1	1	-1	ENST00000375341	3363	14	0	12357	19216599	19228956	1
ENSG00000169991	IFFO2	1	-1	ENST00000455833	6188	8	0	34547	19247615	19282162	1
ENSG00000127481	UBR4	1	-1	ENST00000375254	15906	105	59	8933	19455568	19464501	1
ENSG00000266098	AL137127.1	1	-1	ENST00000582644	100	0	-9	-9	-9	-9	1
ENSG00000127463	EMC1	1	-1	ENST00000477853	6664	22	0	6385	19571524	19577909	1
ENSG00000053372	MRTO4	1	1	ENST00000330263	2315	7	0	2919	19578357	19581276	1
ENSG00000211454	AKR7L	1	-1	ENST00000420396	2115	4	0	2926	19597429	19600355	1
ENSG00000162482	AKR7A3	1	-1	ENST00000361640	1710	6	0	2124	19612866	19614990	1
ENSG00000053371	AKR7A2	1	-1	ENST00000235835	1362	6	0	3185	19635136	19638321	1
ENSG00000200403	U6	1	-1	ENST00000363533	107	0	-9	-9	-9	-9	1
ENSG00000040487	PQLC2	1	1	ENST00000375153	2153	7	1	6792	19644335	19651127	1
ENSG00000077549	CAPZB	1	-1	ENST00000375142	1686	9	0	65686	19746244	19811930	1
ENSG00000077549	CAPZB	1	-1	ENST00000433834	1462	8	0	64440	19746244	19810684	0
ENSG00000077549	CAPZB	1	-1	ENST00000413711	853	6	0	64134	19746244	19810378	0
ENSG00000077549	CAPZB	1	-1	ENST00000459967	579	4	0	99810	19712120	19811930	0
ENSG00000201609	U4	1	1	ENST00000364739	141	0	-9	-9	-9	-9	1
ENSG00000270136	NBL1	1	1	ENST00000602662	1623	3	0	57902	19923603	19981505	1
ENSG00000270136	NBL1	1	1	ENST00000602450	590	4	1	54040	19927465	19981505	0
ENSG00000173436	MINOS1	1	1	ENST00000322753	3712	3	0	24991	19923603	19948594	1
ENSG00000158747	NBL1	1	1	ENST00000289749	731	3	0	11614	19969891	19981505	1
ENSG00000158748	HTR6	1	1	ENST00000289753	1984	2	0	12100	19992960	20005060	1
ENSG00000162542	TMCO4	1	-1	ENST00000294543	2974	15	12	36487	20027378	20063865	1
ENSG00000178828	RNF186	1	-1	ENST00000375121	1249	0	-9	-9	-9	-9	1
ENSG00000169914	OTUD3	1	1	ENST00000375120	6397	7	0	7651	20209227	20216878	1
ENSG00000188784	PLA2G2E	1	-1	ENST00000375116	785	3	2	1849	20246942	20248791	1
ENSG00000188257	PLA2G2A	1	-1	ENST00000375111	970	5	4	2172	20302336	20304508	1
ENSG00000127472	PLA2G5	1	1	ENST00000375108	1161	4	0	14356	20396958	20411314	1
ENSG00000117215	PLA2G2D	1	-1	ENST00000375105	2672	3	0	2982	20442970	20445952	1
ENSG00000158786	PLA2G2F	1	1	ENST00000375102	2723	4	3	3501	20471182	20474683	1
ENSG00000187980	PLA2G2C	1	-1	ENST00000429261	3249	3	2	8637	20490650	20499287	1
ENSG00000162543	UBXN10	1	1	ENST00000375099	5571	1	0	4394	20512646	20517040	1
ENSG00000158816	VWA5B1	1	1	ENST00000375079	3859	21	0	19488	20617581	20637069	1
ENSG00000162545	CAMK2N1	1	-1	ENST00000375078	2336	1	0	1495	20810212	20811707	1
ENSG00000090432	MUL1	1	-1	ENST00000264198	2436	3	0	4596	20829802	20834398	1
ENSG00000183114	FAM43B	1	1	ENST00000332947	2581	0	-9	-9	-9	-9	1
ENSG00000158825	CDA	1	1	ENST00000375071	963	3	0	15645	20915776	20931421	1
ENSG00000158828	PINK1	1	1	ENST00000321556	2660	7	2	4498	20966485	20970983	1
ENSG00000117242	PINK1-AS	1	-1	ENST00000451424	4443	2	0	2629	20972179	20974808	1
ENSG00000257033	AL391357.1	1	-1	ENST00000535128	348	1	0	5	20977050	20977055	1
ENSG00000244038	DDOST	1	-1	ENST00000375048	2079	10	1	4694	20982680	20987374	1
ENSG00000117245	KIF17	1	-1	ENST00000247986	3969	14	10	10457	20998689	21009146	1
ENSG00000189410	SH2D5	1	-1	ENST00000444387	1934	9	0	4095	21054579	21058674	1
ENSG00000127483	HP1BP3	1	-1	ENST00000312239	3938	12	7	8121	21083749	21091870	1
ENSG00000075151	EIF4G3	1	-1	ENST00000602326	6196	34	1	86962	21415706	21502668	1
ENSG00000075151	EIF4G3	1	-1	ENST00000356916	2179	14	2	56578	21437876	21494454	0
ENSG00000075151	EIF4G3	1	-1	ENST00000411888	1122	8	2	86330	21329301	21415631	0
ENSG00000251914	U7	1	1	ENST00000516105	62	0	-9	-9	-9	-9	1
ENSG00000266867	AL031005.1	1	-1	ENST00000584440	64	0	-9	-9	-9	-9	1
ENSG00000117298	ECE1	1	-1	ENST00000415912	5099	18	0	55220	21616649	21671869	0
ENSG00000117298	ECE1	1	-1	ENST00000374893	2484	18	3	12307	21586885	21599192	1
ENSG00000117298	ECE1	1	-1	ENST00000463334	507	3	0	54781	21616649	21671430	0
ENSG00000236216	PPP1R11P1	1	1	ENST00000486095	376	0	-9	-9	-9	-9	1
ENSG00000227001	NBPF2P	1	-1	ENST00000453025	661	4	2	717	21752015	21752732	1
ENSG00000187952	HS6ST1P1	1	1	ENST00000481504	1234	0	-9	-9	-9	-9	1
ENSG00000186543	CROCCP5	1	1	ENST00000436658	830	4	0	756	21761033	21761789	1
ENSG00000142794	NBPF3	1	1	ENST00000318249	3765	14	1	23469	21771712	21795181	1
ENSG00000176378	PFN1P10	1	-1	ENST00000455962	327	0	-9	-9	-9	-9	1
ENSG00000162551	ALPL	1	1	ENST00000374840	2589	11	0	44461	21836010	21880471	1
ENSG00000162551	ALPL	1	1	ENST00000468526	703	4	0	51109	21836010	21887119	0
ENSG00000221781	AL359815.1	1	-1	ENST00000408854	138	0	-9	-9	-9	-9	1
ENSG00000076864	RAP1GAP	1	-1	ENST00000290101	3301	24	1	23364	21952890	21976254	1
ENSG00000090686	USP48	1	-1	ENST00000308271	4595	26	0	25041	22084276	22109317	1
ENSG00000187942	LDLRAD2	1	1	ENST00000344642	4012	4	2	5376	22142567	22147943	1
ENSG00000142798	HSPG2	1	-1	ENST00000374695	14327	96	0	40845	22222803	22263648	1
ENSG00000219073	CELA3B	1	1	ENST00000337107	897	7	6	2579	22313176	22315755	1
ENSG00000201919	U6	1	1	ENST00000365049	104	0	-9	-9	-9	-9	1
ENSG00000142789	CELA3A	1	1	ENST00000290122	887	7	6	2593	22336350	22338943	1
ENSG00000201273	U6	1	1	ENST00000364403	104	0	-9	-9	-9	-9	1
ENSG00000070831	CDC42	1	1	ENST00000344548	2254	6	0	21352	22379235	22400587	1
ENSG00000230068	CDC42-IT1	1	1	ENST00000431803	692	1	0	4312	22386179	22390491	1
ENSG00000162552	WNT4	1	-1	ENST00000290167	1182	4	0	12995	22456344	22469339	1
ENSG00000184677	ZBTB40	1	1	ENST00000404138	8992	18	1	36934	22779439	22816373	1
ENSG00000237200	ZBTB40-IT1	1	1	ENST00000438551	273	1	0	1963	22844136	22846099	1
ENSG00000070886	EPHA8	1	1	ENST00000166244	4943	16	2	9600	22903373	22912973	1
ENSG00000173372	C1QA	1	1	ENST00000374642	1143	2	1	1054	22964272	22965326	1
ENSG00000159189	C1QC	1	1	ENST00000374639	1183	2	1	3023	22970697	22973720	1
ENSG00000173369	C1QB	1	1	ENST00000314933	1044	2	0	6137	22979796	22985933	1
ENSG00000133216	EPHB2	1	1	ENST00000374630	3152	15	0	70378	23037536	23107914	0
ENSG00000133216	EPHB2	1	1	ENST00000374630	3152	15	2	77961	23111569	23189530	0
ENSG00000133216	EPHB2	1	1	ENST00000465676	1006	6	0	62746	23126784	23189530	0
ENSG00000216157	AL611946.1	1	-1	ENST00000401338	95	0	-9	-9	-9	-9	1
ENSG00000215906	LACTBL1	1	-1	ENST00000426928	1641	5	3	3259	23281919	23285178	1
ENSG00000004487	KDM1A	1	1	ENST00000400181	3059	20	1	13793	23357127	23370920	1
ENSG00000169641	LUZP1	1	-1	ENST00000302291	8898	4	1	59639	23435620	23495259	1
ENSG00000169641	LUZP1	1	-1	ENST00000314174	3715	2	0	74386	23420873	23495259	0
ENSG00000169641	LUZP1	1	-1	ENST00000471849	1190	3	0	59116	23436143	23495259	0
ENSG00000169641	LUZP1	1	-1	ENST00000418342	8502	3	0	59558	23435701	23495259	0
ENSG00000206935	U6	1	1	ENST00000384208	107	0	-9	-9	-9	-9	1
ENSG00000252578	U6	1	1	ENST00000516769	101	0	-9	-9	-9	-9	1
ENSG00000179546	HTR1D	1	-1	ENST00000374619	2835	0	-9	-9	-9	-9	1
ENSG00000125944	HNRNPR	1	-1	ENST00000374616	2691	10	4	9786	23650225	23660011	1
ENSG00000125945	ZNF436	1	-1	ENST00000314011	4071	3	2	3821	23689714	23693535	1
ENSG00000249087	C1orf213	1	1	ENST00000335648	2547	0	-9	-9	-9	-9	1
ENSG00000201405	Y_RNA	1	1	ENST00000364535	93	0	-9	-9	-9	-9	1
ENSG00000204219	TCEA3	1	-1	ENST00000450454	1559	10	4	10709	23724448	23735157	1
ENSG00000088280	ASAP3	1	-1	ENST00000336689	4050	24	0	27811	23782687	23810498	1
ENSG00000007968	E2F2	1	-1	ENST00000361729	5191	6	5	6187	23836640	23842827	1
ENSG00000117318	ID3	1	-1	ENST00000374561	1251	2	1	520	23884906	23885426	1
ENSG00000197880	MDS2	1	1	ENST00000374555	1029	6	3	9552	23956047	23965599	1
ENSG00000142676	RPL11	1	1	ENST00000374550	634	5	1	1048	24019249	24020297	1
ENSG00000011007	TCEB3	1	1	ENST00000418390	5154	10	0	5443	24070068	24075511	1
ENSG00000057757	PITHD1	1	1	ENST00000246151	1603	5	2	5734	24106431	24112165	1
ENSG00000011009	LYPLA2	1	1	ENST00000374514	1810	9	0	1407	24117740	24119147	1
ENSG00000117308	GALE	1	-1	ENST00000374497	1488	11	0	951	24125926	24126877	1
ENSG00000117305	HMGCL	1	-1	ENST00000374490	1600	8	0	4763	24147083	24151846	1
ENSG00000179163	FUCA1	1	-1	ENST00000374479	2047	7	4	5521	24175329	24180850	1
ENSG00000188822	CNR2	1	-1	ENST00000536471	5350	2	1	73764	24202152	24275916	1
ENSG00000189266	PNRC2	1	1	ENST00000334351	2416	2	0	931	24286488	24287419	1
ENSG00000188529	SRSF10	1	-1	ENST00000492112	1631	5	1	3636	24301567	24305203	1
ENSG00000142661	MYOM3	1	-1	ENST00000374434	5804	36	4	6145	24426265	24432410	1
ENSG00000142677	IL22RA1	1	-1	ENST00000270800	2798	6	3	5932	24454769	24460701	1
ENSG00000185436	IFNLR1	1	-1	ENST00000327535	4549	6	1	11130	24496091	24507221	1
ENSG00000221032	AL590683.1	1	1	ENST00000408105	114	0	-9	-9	-9	-9	1
ENSG00000266511	AL590683.2	1	-1	ENST00000584309	89	0	-9	-9	-9	-9	1
ENSG00000158055	GRHL3	1	1	ENST00000350501	2119	15	14	14063	24676612	24690675	1
ENSG00000001460	STPG1	1	-1	ENST00000374409	2804	8	0	13455	24727946	24741401	1
ENSG00000001461	NIPAL3	1	1	ENST00000374399	1711	11	1	20532	24746130	24766662	1
ENSG00000117602	RCAN3	1	1	ENST00000374395	2778	4	1	16651	24841057	24857708	1
ENSG00000184454	NCMAP	1	1	ENST00000374392	3953	3	0	39255	24882660	24921915	1
ENSG00000239106	Y_RNA	1	-1	ENST00000459380	103	0	-9	-9	-9	-9	1
ENSG00000133226	SRRM1	1	1	ENST00000323848	4011	16	8	5590	24981620	24987210	1
ENSG00000169504	CLIC4	1	1	ENST00000374379	4346	5	0	52117	25072116	25124233	1
ENSG00000238482	U6	1	-1	ENST00000459588	107	0	-9	-9	-9	-9	1
ENSG00000020633	RUNX3	1	-1	ENST00000399916	4340	5	0	34662	25256343	25291005	1
ENSG00000117614	SYF2	1	-1	ENST00000236273	1345	6	1	2981	25555614	25558595	1
ENSG00000117616	C1orf63	1	-1	ENST00000243189	1502	4	2	1517	25570124	25571641	1
ENSG00000117616	C1orf63	1	-1	ENST00000473314	3034	5	0	90011	25573520	25663531	0
ENSG00000117616	C1orf63	1	-1	ENST00000561867	477	1	0	90949	25573520	25664469	0
ENSG00000117616	C1orf63	1	-1	ENST00000568996	480	1	0	91040	25573520	25664560	0
ENSG00000187010	RHD	1	1	ENST00000328664	2930	9	0	11878	25599186	25611064	1
ENSG00000224183	SDHDP6	1	-1	ENST00000414693	480	0	-9	-9	-9	-9	1
ENSG00000183726	TMEM50A	1	1	ENST00000374358	2683	6	2	8553	25669564	25678117	1
ENSG00000252515	U6	1	1	ENST00000516706	64	0	-9	-9	-9	-9	1
ENSG00000188672	RHCE	1	-1	ENST00000294413	1591	9	0	11770	25735360	25747130	1
ENSG00000266468	AL031284.1	1	1	ENST00000577655	59	0	-9	-9	-9	-9	1
ENSG00000204178	TMEM57	1	1	ENST00000374343	3917	10	5	25224	25785383	25810607	1
ENSG00000204178	TMEM57	1	1	ENST00000399763	2866	5	0	52938	25757669	25810607	0
ENSG00000157978	LDLRAP1	1	1	ENST00000374338	2940	8	0	10136	25870277	25880413	1
ENSG00000117643	MAN1C1	1	1	ENST00000374332	4641	11	0	68103	25944828	26012931	1
ENSG00000117643	MAN1C1	1	1	ENST00000374332	4641	11	1	60132	26013027	26073159	1
ENSG00000162430	SEPN1	1	1	ENST00000361547	4332	12	3	3305	26131766	26135071	1
ENSG00000117640	MTFR1L	1	1	ENST00000374301	2099	6	4	2683	26153317	26156000	1
ENSG00000223474	AL020996.1	1	-1	ENST00000536896	2077	0	-9	-9	-9	-9	1
ENSG00000127423	AUNIP	1	-1	ENST00000374298	2116	2	0	21726	26164045	26185771	1
ENSG00000182749	PAQR7	1	-1	ENST00000374296	3297	1	0	6748	26190352	26197100	1
ENSG00000207302	Y_RNA	1	1	ENST00000384572	110	0	-9	-9	-9	-9	1
ENSG00000117632	STMN1	1	-1	ENST00000426559	948	4	3	15622	26212360	26227982	1
ENSG00000229786	SNRPFP2	1	1	ENST00000440710	251	0	-9	-9	-9	-9	1
ENSG00000266763	AL033528.1	1	1	ENST00000584862	74	0	-9	-9	-9	-9	1
ENSG00000158006	PAFAH2	1	-1	ENST00000374282	3581	10	9	10475	26288574	26299049	1
ENSG00000207237	U6	1	1	ENST00000384508	104	0	-9	-9	-9	-9	1
ENSG00000252190	SCARNA17	1	1	ENST00000516381	125	0	-9	-9	-9	-9	1
ENSG00000252691	SCARNA18	1	1	ENST00000516882	84	0	-9	-9	-9	-9	1
ENSG00000158008	EXTL1	1	1	ENST00000374280	4015	10	0	5768	26349916	26355684	1
ENSG00000158014	SLC30A2	1	-1	ENST00000374276	2494	7	5	1789	26366402	26368191	1
ENSG00000158022	TRIM63	1	-1	ENST00000374272	1770	8	1	4934	26387825	26392759	1
ENSG00000265320	AL391650.1	1	1	ENST00000581535	100	0	-9	-9	-9	-9	1
ENSG00000175087	PDIK1L	1	1	ENST00000374271	4279	3	2	7244	26441084	26448328	1
ENSG00000197245	FAM110D	1	1	ENST00000374268	1524	1	0	2086	26485617	26487703	1
ENSG00000142684	ZNF593	1	1	ENST00000374266	1862	2	0	235	26496674	26496909	1
ENSG00000142675	CNKSR1	1	1	ENST00000361530	2625	20	0	2854	26504090	26506944	1
ENSG00000188782	CATSPER4	1	1	ENST00000456354	1912	9	2	3798	26520379	26524177	1
ENSG00000130695	CEP85	1	1	ENST00000252992	3935	13	2	10853	26570809	26581662	1
ENSG00000142669	SH3BGRL3	1	1	ENST00000270792	1655	2	0	562	26606694	26607256	1
ENSG00000158062	UBXN11	1	-1	ENST00000374222	2043	15	0	11343	26633195	26644538	1
ENSG00000169442	CD52	1	1	ENST00000374213	468	1	0	2100	26644562	26646662	1
ENSG00000176092	AIM1L	1	-1	ENST00000527815	2523	18	12	4477	26658109	26662586	1
ENSG00000176083	ZNF683	1	-1	ENST00000374204	1649	5	0	4087	26695073	26699160	1
ENSG00000131914	LIN28A	1	1	ENST00000326279	4008	3	1	13721	26738073	26751794	1
ENSG00000117682	DHDDS	1	1	ENST00000360009	3245	8	5	10131	26774151	26784282	1
ENSG00000198830	HMGN2	1	1	ENST00000361427	1191	5	0	856	26799118	26799974	1
ENSG00000224129	DPPA2P2	1	-1	ENST00000418220	897	0	-9	-9	-9	-9	1
ENSG00000117676	RPS6KA1	1	1	ENST00000531382	2359	20	15	9786	26888154	26897940	1
ENSG00000252802	Y_RNA	1	-1	ENST00000516993	102	0	-9	-9	-9	-9	1
ENSG00000117713	ARID1A	1	1	ENST00000324856	8577	19	0	32111	27024031	27056142	1
ENSG00000060642	PIGV	1	1	ENST00000374145	2713	3	1	3220	27117384	27120604	1
ENSG00000204160	ZDHHC18	1	1	ENST00000374142	3135	7	1	16001	27159098	27175099	1
ENSG00000175793	SFN	1	1	ENST00000339276	1315	0	-9	-9	-9	-9	1
ENSG00000142751	GPN2	1	-1	ENST00000374135	1529	4	3	4411	27206240	27210651	1
ENSG00000198746	GPATCH3	1	-1	ENST00000361720	2123	6	1	2891	27220901	27223792	1
ENSG00000090273	NUDC	1	1	ENST00000321265	1800	8	1	17291	27250657	27267948	1
ENSG00000131910	NR0B2	1	-1	ENST00000254227	1156	1	0	1323	27238577	27239900	1
ENSG00000175707	C1orf172	1	-1	ENST00000320567	1793	3	0	7938	27278903	27286841	1
ENSG00000225294	OSTCP2	1	-1	ENST00000437956	444	0	-9	-9	-9	-9	1
ENSG00000253368	TRNP1	1	1	ENST00000522111	1958	1	0	5235	27321103	27326338	1
ENSG00000158246	FAM46B	1	-1	ENST00000289166	2368	1	0	5450	27333448	27338898	1
ENSG00000090020	SLC9A1	1	-1	ENST00000263980	4516	11	0	39697	27440777	27480474	1
ENSG00000214973	CHCHD3P3	1	-1	ENST00000446783	640	0	-9	-9	-9	-9	1
ENSG00000225990	SNRPEP7	1	1	ENST00000438350	220	0	-9	-9	-9	-9	1
ENSG00000142784	WDTC1	1	1	ENST00000361771	4275	15	0	26005	27561442	27587447	1
ENSG00000252098	Y_RNA	1	-1	ENST00000516289	104	0	-9	-9	-9	-9	1
ENSG00000186501	TMEM222	1	1	ENST00000374076	1599	5	0	8329	27648882	27657211	1
